"country","year","item","r","n","survey","cc_rank"
"Germany",1991,"PT_natgov_right_5",1,333.548073520334,"isjp_comb9196",1258
"Germany",1991,"PT_natgov_right_5",2,1057.11641533322,"isjp_comb9196",1258
"Germany",1991,"PT_natgov_right_5",3,1757.81954057659,"isjp_comb9196",1258
"Germany",1991,"PT_natgov_right_5",4,693.993333907702,"isjp_comb9196",1258
"Germany",1991,"PT_natgov_right_5",5,60.2915400560421,"isjp_comb9196",1258
"Germany",1974,"PT_natgov_right_4",1,159,"pa_w1",1258
"Germany",1974,"PT_natgov_right_4",2,879,"pa_w1",1258
"Germany",1974,"PT_natgov_right_4",3,910,"pa_w1",1258
"Germany",1974,"PT_natgov_right_4",4,223,"pa_w1",1258
"Germany",1980,"PT_natgov_right_4",1,30,"pa_w2",1258
"Germany",1980,"PT_natgov_right_4",2,237,"pa_w2",1258
"Germany",1980,"PT_natgov_right_4",3,484,"pa_w2",1258
"Germany",1980,"PT_natgov_right_4",4,120,"pa_w2",1258
"Germany",1984,"PT_natgov_7",1,175.748424066118,"allbus",1258
"Germany",1984,"PT_natgov_7",2,233.166233064992,"allbus",1258
"Germany",1984,"PT_natgov_7",3,414.906080678818,"allbus",1258
"Germany",1984,"PT_natgov_7",4,649.070884335095,"allbus",1258
"Germany",1984,"PT_natgov_7",5,695.005131534193,"allbus",1258
"Germany",1984,"PT_natgov_7",6,500.783151529308,"allbus",1258
"Germany",1984,"PT_natgov_7",7,232.666947769349,"allbus",1258
"Germany",1985,"PT_natgov_right_4",1,183.957015542321,"eb24",1258
"Germany",1985,"PT_natgov_right_4",2,385.79607500124,"eb24",1258
"Germany",1985,"PT_natgov_right_4",3,349.622100769776,"eb24",1258
"Germany",1985,"PT_natgov_right_4",4,56.8772362356488,"eb24",1258
"Germany",1992,"PT_natgov_4",1,452.521599282463,"cdcee, cdcee",1258
"Germany",1992,"PT_natgov_4",2,948.996731387064,"cdcee, cdcee",1258
"Germany",1992,"PT_natgov_4",3,640.323057704324,"cdcee, cdcee",1258
"Germany",1992,"PT_natgov_4",4,60.9355795943273,"cdcee, cdcee",1258
"Germany",1994,"PT_natgov_7",1,418.304510592097,"allbus",1258
"Germany",1994,"PT_natgov_7",2,566.161963757488,"allbus",1258
"Germany",1994,"PT_natgov_7",3,677.971135832219,"allbus",1258
"Germany",1994,"PT_natgov_7",4,878.37363595665,"allbus",1258
"Germany",1994,"PT_natgov_7",5,521.068088675412,"allbus",1258
"Germany",1994,"PT_natgov_7",6,300.576632020799,"allbus",1258
"Germany",1994,"PT_natgov_7",7,80.7189778299986,"allbus",1258
"Germany",1997,"PT_natgov_2",1,3421.65005763801,"eb48, eb472",1258
"Germany",1997,"PT_natgov_2",2,3077.14712277233,"eb48, eb472",1258
"Germany",1997,"PT_natgov_4",1,511.424010045043,"wvs_combo",1258
"Germany",1997,"PT_natgov_4",2,1058.87789163925,"wvs_combo",1258
"Germany",1997,"PT_natgov_4",3,379.31448103145,"wvs_combo",1258
"Germany",1997,"PT_natgov_4",4,27.0224036618711,"wvs_combo",1258
"Germany",1998,"PT_natgov_4",1,197.134910779822,"eb501",1258
"Germany",1998,"PT_natgov_4",2,666.287285010249,"eb501",1258
"Germany",1998,"PT_natgov_4",3,929.48827788092,"eb501",1258
"Germany",1998,"PT_natgov_4",4,149.785206780205,"eb501",1258
"Germany",1999,"PT_natgov_2",1,881.433810594846,"eb51",1258
"Germany",1999,"PT_natgov_2",2,879.515835584649,"eb51",1258
"Germany",2000,"PT_natgov_4",1,580.577827386418,"cdcee, cdcee, ases2000",1258
"Germany",2000,"PT_natgov_4",2,2065.92195313206,"cdcee, cdcee, ases2000",1258
"Germany",2000,"PT_natgov_4",3,2115.16048876288,"cdcee, cdcee, ases2000",1258
"Germany",2000,"PT_natgov_4",4,222.10008552797,"cdcee, cdcee, ases2000",1258
"Germany",2000,"PT_natgov_7",1,241.691685070377,"allbus",1258
"Germany",2000,"PT_natgov_7",2,303.676911191862,"allbus",1258
"Germany",2000,"PT_natgov_7",3,429.509111076143,"allbus",1258
"Germany",2000,"PT_natgov_7",4,605.120533522893,"allbus",1258
"Germany",2000,"PT_natgov_7",5,413.42340606858,"allbus",1258
"Germany",2000,"PT_natgov_7",6,128.183876892823,"allbus",1258
"Germany",2000,"PT_natgov_7",7,33.0467903317267,"allbus",1258
"Germany",2001,"PT_natgov_2",1,1817.90795627074,"eb551, eb562",1258
"Germany",2001,"PT_natgov_2",2,1764.40963308516,"eb551, eb562",1258
"Germany",2002,"PT_natgov_2",1,1024.82353393,"eb571",1258
"Germany",2002,"PT_natgov_2",2,756.668236515986,"eb571",1258
"Germany",2002,"PT_natgov_7",1,268.340320587839,"allbus",1258
"Germany",2002,"PT_natgov_7",2,355.785507057621,"allbus",1258
"Germany",2002,"PT_natgov_7",3,601.62573144827,"allbus",1258
"Germany",2002,"PT_natgov_7",4,785.697518924473,"allbus",1258
"Germany",2002,"PT_natgov_7",5,538.268967854751,"allbus",1258
"Germany",2002,"PT_natgov_7",6,205.78167663409,"allbus",1258
"Germany",2002,"PT_natgov_7",7,48.1847583529945,"allbus",1258
"Germany",2003,"PT_natgov_2",1,2487.46575450092,"eb591, eb601",1258
"Germany",2003,"PT_natgov_2",2,1146.13176973118,"eb591, eb601",1258
"Germany",2004,"PT_natgov_10",1,164.643292368803,"ees2004",1258
"Germany",2004,"PT_natgov_10",2,118.155774523494,"ees2004",1258
"Germany",2004,"PT_natgov_10",3,147.210473176812,"ees2004",1258
"Germany",2004,"PT_natgov_10",4,102.659935241724,"ees2004",1258
"Germany",2004,"PT_natgov_10",5,193.697991022122,"ees2004",1258
"Germany",2004,"PT_natgov_10",6,112.344834792831,"ees2004",1258
"Germany",2004,"PT_natgov_10",7,112.344834792831,"ees2004",1258
"Germany",2004,"PT_natgov_10",8,102.659935241724,"ees2004",1258
"Germany",2004,"PT_natgov_10",9,15.4958392817697,"ees2004",1258
"Germany",2004,"PT_natgov_10",10,36.8026182942031,"ees2004",1258
"Germany",2004,"PT_natgov_2",1,2365.03123364749,"eb61, eb62",1258
"Germany",2004,"PT_natgov_2",2,977.673999388602,"eb61, eb62",1258
"Germany",2005,"PT_dntrustgov_4",1,191.345270510489,"gallup_vop2005",1258
"Germany",2005,"PT_dntrustgov_4",2,215.772326320339,"gallup_vop2005",1258
"Germany",2005,"PT_dntrustgov_4",3,196.7735051349,"gallup_vop2005",1258
"Germany",2005,"PT_dntrustgov_4",4,69.2099914612407,"gallup_vop2005",1258
"Germany",2005,"PT_natgov_2",1,2062.13470860679,"eb634, eb642",1258
"Germany",2005,"PT_natgov_2",2,840.939544251885,"eb634, eb642",1258
"Germany",2006,"PT_natgov_2",1,2899.8517111446,"eb652, eb661, eb663",1258
"Germany",2006,"PT_natgov_2",2,1454.10867081279,"eb652, eb661, eb663",1258
"Germany",2006,"PT_natgov_4",1,487.972790261978,"wvs_combo",1258
"Germany",2006,"PT_natgov_4",2,1045.1901855718,"wvs_combo",1258
"Germany",2006,"PT_natgov_4",3,438.091848479739,"wvs_combo",1258
"Germany",2006,"PT_natgov_4",4,31.7579736924565,"wvs_combo",1258
"Germany",2007,"PT_natgov_10",1,267.246490126536,"eqls_combo",1258
"Germany",2007,"PT_natgov_10",2,150.79989653576,"eqls_combo",1258
"Germany",2007,"PT_natgov_10",3,198.750929715691,"eqls_combo",1258
"Germany",2007,"PT_natgov_10",4,184.974060877375,"eqls_combo",1258
"Germany",2007,"PT_natgov_10",5,398.086285371909,"eqls_combo",1258
"Germany",2007,"PT_natgov_10",6,232.913391535478,"eqls_combo",1258
"Germany",2007,"PT_natgov_10",7,251.551607967058,"eqls_combo",1258
"Germany",2007,"PT_natgov_10",8,190.629979696302,"eqls_combo",1258
"Germany",2007,"PT_natgov_10",9,59.7377731565882,"eqls_combo",1258
"Germany",2007,"PT_natgov_10",10,45.3451716313161,"eqls_combo",1258
"Germany",2007,"PT_natgov_11",1,112.909509390433,"intune2007",1258
"Germany",2007,"PT_natgov_11",2,47.519442738269,"intune2007",1258
"Germany",2007,"PT_natgov_11",3,57.3983827138598,"intune2007",1258
"Germany",2007,"PT_natgov_11",4,125.273333530826,"intune2007",1258
"Germany",2007,"PT_natgov_11",5,131.535410641029,"intune2007",1258
"Germany",2007,"PT_natgov_11",6,196.45218155256,"intune2007",1258
"Germany",2007,"PT_natgov_11",7,127.025640732689,"intune2007",1258
"Germany",2007,"PT_natgov_11",8,102.505753939057,"intune2007",1258
"Germany",2007,"PT_natgov_11",9,63.3193640259309,"intune2007",1258
"Germany",2007,"PT_natgov_11",10,14.3658144468067,"intune2007",1258
"Germany",2007,"PT_natgov_11",11,18.7089432251161,"intune2007",1258
"Germany",2007,"PT_natgov_2",1,1513.36544468204,"eb672, eb681",1258
"Germany",2007,"PT_natgov_2",2,1341.33480671852,"eb672, eb681",1258
"Germany",2008,"PT_natgov_2",1,1699.04336185924,"eb692, eb701",1258
"Germany",2008,"PT_natgov_2",2,1192.1365371937,"eb692, eb701",1258
"Germany",2008,"PT_natgov_4",1,434.900397655546,"evs_combo",1258
"Germany",2008,"PT_natgov_4",2,951.099541353444,"evs_combo",1258
"Germany",2008,"PT_natgov_4",3,516.897742923454,"evs_combo",1258
"Germany",2008,"PT_natgov_4",4,40.3861380772958,"evs_combo",1258
"Germany",2008,"PT_natgov_7",1,257.097312457246,"allbus",1258
"Germany",2008,"PT_natgov_7",2,400.677631982863,"allbus",1258
"Germany",2008,"PT_natgov_7",3,782.369069115709,"allbus",1258
"Germany",2008,"PT_natgov_7",4,979.965001980953,"allbus",1258
"Germany",2008,"PT_natgov_7",5,655.851868749747,"allbus",1258
"Germany",2008,"PT_natgov_7",6,258.77027566051,"allbus",1258
"Germany",2008,"PT_natgov_7",7,80.7024442231086,"allbus",1258
"Germany",2009,"PT_natgov_10",1,259.579770246166,"eb721",1258
"Germany",2009,"PT_natgov_10",2,119.694119130325,"eb721",1258
"Germany",2009,"PT_natgov_10",3,171.241754434546,"eb721",1258
"Germany",2009,"PT_natgov_10",4,148.055180896174,"eb721",1258
"Germany",2009,"PT_natgov_10",5,315.384836914775,"eb721",1258
"Germany",2009,"PT_natgov_10",6,178.978111279551,"eb721",1258
"Germany",2009,"PT_natgov_10",7,172.477563250047,"eb721",1258
"Germany",2009,"PT_natgov_10",8,105.990879176144,"eb721",1258
"Germany",2009,"PT_natgov_10",9,27.4448419026358,"eb721",1258
"Germany",2009,"PT_natgov_10",10,35.2913677311926,"eb721",1258
"Germany",2009,"PT_natgov_11",1,116.304554343119,"intune2009",1258
"Germany",2009,"PT_natgov_11",2,26.075071331437,"intune2009",1258
"Germany",2009,"PT_natgov_11",3,68.4732498992743,"intune2009",1258
"Germany",2009,"PT_natgov_11",4,83.2823243558511,"intune2009",1258
"Germany",2009,"PT_natgov_11",5,101.532214407149,"intune2009",1258
"Germany",2009,"PT_natgov_11",6,239.854871063215,"intune2009",1258
"Germany",2009,"PT_natgov_11",7,135.668020205124,"intune2009",1258
"Germany",2009,"PT_natgov_11",8,119.413886042689,"intune2009",1258
"Germany",2009,"PT_natgov_11",9,77.1373239309097,"intune2009",1258
"Germany",2009,"PT_natgov_11",10,17.4248115565372,"intune2009",1258
"Germany",2009,"PT_natgov_11",11,14.5928517278693,"intune2009",1258
"Germany",2009,"PT_natgov_2",1,2278.7700322332,"eb711, eb713, eb724",1258
"Germany",2009,"PT_natgov_2",2,2008.53393777877,"eb711, eb713, eb724",1258
"Germany",2010,"PT_natgov_10",1,324.583649395804,"eb741",1258
"Germany",2010,"PT_natgov_10",2,153.288390323489,"eb741",1258
"Germany",2010,"PT_natgov_10",3,260.964643882336,"eb741",1258
"Germany",2010,"PT_natgov_10",4,190.607519585449,"eb741",1258
"Germany",2010,"PT_natgov_10",5,303.266428244669,"eb741",1258
"Germany",2010,"PT_natgov_10",6,156.19602579851,"eb741",1258
"Germany",2010,"PT_natgov_10",7,92.3468493266004,"eb741",1258
"Germany",2010,"PT_natgov_10",8,59.7113732189978,"eb741",1258
"Germany",2010,"PT_natgov_10",9,12.264744785577,"eb741",1258
"Germany",2010,"PT_natgov_10",10,17.740859796854,"eb741",1258
"Germany",2010,"PT_natgov_2",1,1967.97009378678,"eb734, eb742",1258
"Germany",2010,"PT_natgov_2",2,991.80605387083,"eb734, eb742",1258
"Germany",2010,"PT_natgov_5",1,170.049988018757,"lits_wave2",1258
"Germany",2010,"PT_natgov_5",2,279.396244654895,"lits_wave2",1258
"Germany",2010,"PT_natgov_5",3,352.240006042415,"lits_wave2",1258
"Germany",2010,"PT_natgov_5",4,264.82724554096,"lits_wave2",1258
"Germany",2010,"PT_natgov_5",5,27.5212241312915,"lits_wave2",1258
"Germany",2011,"PT_natgov_10",1,346.491644014758,"eqls_combo",1258
"Germany",2011,"PT_natgov_10",2,242.50917537332,"eqls_combo",1258
"Germany",2011,"PT_natgov_10",3,313.003246452056,"eqls_combo",1258
"Germany",2011,"PT_natgov_10",4,348.916438544442,"eqls_combo",1258
"Germany",2011,"PT_natgov_10",5,574.528059589145,"eqls_combo",1258
"Germany",2011,"PT_natgov_10",6,341.223839832368,"eqls_combo",1258
"Germany",2011,"PT_natgov_10",7,363.809383891014,"eqls_combo",1258
"Germany",2011,"PT_natgov_10",8,249.795053439364,"eqls_combo",1258
"Germany",2011,"PT_natgov_10",9,135.532662532072,"eqls_combo",1258
"Germany",2011,"PT_natgov_10",10,83.0937772450685,"eqls_combo",1258
"Germany",2011,"PT_natgov_2",1,1795.14904870797,"eb753, eb763",1258
"Germany",2011,"PT_natgov_2",2,1110.21070334701,"eb753, eb763",1258
"Germany",2012,"PT_natgov_2",1,1675.25507316237,"eb773, eb781",1258
"Germany",2012,"PT_natgov_2",2,1221.47270111226,"eb773, eb781",1258
"Germany",2012,"PT_natgov_7",1,255.405061890494,"allbus",1258
"Germany",2012,"PT_natgov_7",2,375.914604800222,"allbus",1258
"Germany",2012,"PT_natgov_7",3,591.447542169918,"allbus",1258
"Germany",2012,"PT_natgov_7",4,958.816046118584,"allbus",1258
"Germany",2012,"PT_natgov_7",5,812.155605176083,"allbus",1258
"Germany",2012,"PT_natgov_7",6,362.511233924008,"allbus",1258
"Germany",2012,"PT_natgov_7",7,90.1001136308725,"allbus",1258
"Germany",2013,"PT_natgov_2",1,1631.20756611541,"eb793, eb801",1258
"Germany",2013,"PT_natgov_2",2,1267.33809600056,"eb793, eb801",1258
"Germany",2013,"PT_natgov_4",1,212.955599109843,"wvs_combo",1258
"Germany",2013,"PT_natgov_4",2,893.754625363195,"wvs_combo",1258
"Germany",2013,"PT_natgov_4",3,794.28497475184,"wvs_combo",1258
"Germany",2013,"PT_natgov_4",4,111.905681161019,"wvs_combo",1258
"Germany",2014,"PT_natgov_2",1,2231.97567636847,"eb812, eb814, eb823",1258
"Germany",2014,"PT_natgov_2",2,2264.36052604779,"eb812, eb814, eb823",1258
"Germany",2015,"PT_natgov_2",1,1544.71589476068,"eb833, eb843",1258
"Germany",2015,"PT_natgov_2",2,1367.71636224662,"eb833, eb843",1258
"Germany",2016,"PT_natgov_10",1,170.073096438527,"eqls_combo",1258
"Germany",2016,"PT_natgov_10",2,76.1451074180465,"eqls_combo",1258
"Germany",2016,"PT_natgov_10",3,113.129323081432,"eqls_combo",1258
"Germany",2016,"PT_natgov_10",4,119.898058262259,"eqls_combo",1258
"Germany",2016,"PT_natgov_10",5,313.075830402138,"eqls_combo",1258
"Germany",2016,"PT_natgov_10",6,247.22247868247,"eqls_combo",1258
"Germany",2016,"PT_natgov_10",7,276.097494683622,"eqls_combo",1258
"Germany",2016,"PT_natgov_10",8,189.661221871142,"eqls_combo",1258
"Germany",2016,"PT_natgov_10",9,62.5528306764676,"eqls_combo",1258
"Germany",2016,"PT_natgov_10",10,48.1281055477671,"eqls_combo",1258
"Germany",2016,"PT_natgov_2",1,1546.0325566366,"eb852, eb862",1258
"Germany",2016,"PT_natgov_2",2,1396.39322574899,"eb852, eb862",1258
"Germany",2016,"PT_natgov_5",1,39.7142637150507,"lits_wave3",1258
"Germany",2016,"PT_natgov_5",2,315.520621427624,"lits_wave3",1258
"Germany",2016,"PT_natgov_5",3,591.536929238817,"lits_wave3",1258
"Germany",2016,"PT_natgov_5",4,381.687224100873,"lits_wave3",1258
"Germany",2016,"PT_natgov_5",5,113.637400699793,"lits_wave3",1258
"Germany",2017,"PT_natgov_2",1,1198.58925072144,"eb873, eb883",1258
"Germany",2017,"PT_natgov_2",2,1795.13250157518,"eb873, eb883",1258
"Germany",2017,"PT_natgov_4",1,589.877752327822,"evs2017",1258
"Germany",2017,"PT_natgov_4",2,1665.69832606181,"evs2017",1258
"Germany",2017,"PT_natgov_4",3,1189.04492124559,"evs2017",1258
"Germany",2017,"PT_natgov_4",4,118.327910230177,"evs2017",1258
"Germany",2017,"PT_natgov_right_4",1,102.316782820336,"pew2017",1258
"Germany",2017,"PT_natgov_right_4",2,194.999223993356,"pew2017",1258
"Germany",2017,"PT_natgov_right_4",3,430.089795342403,"pew2017",1258
"Germany",2017,"PT_natgov_right_4",4,263.809153812786,"pew2017",1258
"Germany",2018,"PT_natgov_2",1,1269.41608314974,"eb891, eb903",1258
"Germany",2018,"PT_natgov_2",2,1632.64717784596,"eb891, eb903",1258
"Germany",2018,"PT_natgov_4",1,384.253966098229,"wvs7, wellcome2018",1258
"Germany",2018,"PT_natgov_4",2,873.146956346955,"wvs7, wellcome2018",1258
"Germany",2018,"PT_natgov_4",3,981.994068410868,"wvs7, wellcome2018",1258
"Germany",2018,"PT_natgov_4",4,228.844532857631,"wvs7, wellcome2018",1258
"Germany",2018,"PT_natgov_7",1,233.674858434644,"allbus",1258
"Germany",2018,"PT_natgov_7",2,315.333052359018,"allbus",1258
"Germany",2018,"PT_natgov_7",3,555.204140629423,"allbus",1258
"Germany",2018,"PT_natgov_7",4,973.689925411204,"allbus",1258
"Germany",2018,"PT_natgov_7",5,848.110605529523,"allbus",1258
"Germany",2018,"PT_natgov_7",6,425.846788583089,"allbus",1258
"Germany",2018,"PT_natgov_7",7,90.3280469562312,"allbus",1258
"Germany",2019,"PT_natgov_2",1,2153.79010197562,"eb912, eb915, eb923",1258
"Germany",2019,"PT_natgov_2",2,2134.81926205796,"eb912, eb915, eb923",1258
"Germany",2020,"PT_natgov_2",1,571.744103886158,"eb931",1258
"Germany",2020,"PT_natgov_2",2,875.491515107921,"eb931",1258
"Colombia",1996,"PT_natgov_4",1,573.999920398124,"lb1996",1252
"Colombia",1996,"PT_natgov_4",2,392.999945499064,"lb1996",1252
"Colombia",1996,"PT_natgov_4",3,176.999975453777,"lb1996",1252
"Colombia",1996,"PT_natgov_4",4,35.9999950075479,"lb1996",1252
"Colombia",1997,"PT_natgov_4",1,832.690364691733,"wvs_combo",1252
"Colombia",1997,"PT_natgov_4",2,1042.86461539518,"wvs_combo",1252
"Colombia",1997,"PT_natgov_4",3,792.657174081554,"wvs_combo",1252
"Colombia",1997,"PT_natgov_4",4,283.23482356702,"wvs_combo",1252
"Colombia",2002,"PT_natgov_4",1,566.290486567062,"lb2002",1252
"Colombia",2002,"PT_natgov_4",2,436.851497293536,"lb2002",1252
"Colombia",2002,"PT_natgov_4",3,165.195898828971,"lb2002",1252
"Colombia",2002,"PT_natgov_4",4,17.7675954161479,"lb2002",1252
"Colombia",2003,"PT_natgov_4",1,386.023056435016,"lb2003",1252
"Colombia",2003,"PT_natgov_4",2,395.572802360985,"lb2003",1252
"Colombia",2003,"PT_natgov_4",3,310.759494482772,"lb2003",1252
"Colombia",2003,"PT_natgov_4",4,90.3737346190278,"lb2003",1252
"Colombia",2004,"PT_natgov_4",1,243.480377492133,"lb2004",1252
"Colombia",2004,"PT_natgov_4",2,436.986760956136,"lb2004",1252
"Colombia",2004,"PT_natgov_4",3,335.246081463096,"lb2004",1252
"Colombia",2004,"PT_natgov_4",4,177.987211649819,"lb2004",1252
"Colombia",2004,"PT_natgov_7",1,105.999395110998,"amb_combo",1252
"Colombia",2004,"PT_natgov_7",2,115.999338045998,"amb_combo",1252
"Colombia",2004,"PT_natgov_7",3,148.999149731497,"amb_combo",1252
"Colombia",2004,"PT_natgov_7",4,229.998687504995,"amb_combo",1252
"Colombia",2004,"PT_natgov_7",5,268.998464951494,"amb_combo",1252
"Colombia",2004,"PT_natgov_7",6,262.998499190495,"amb_combo",1252
"Colombia",2004,"PT_natgov_7",7,297.998299462994,"amb_combo",1252
"Colombia",2005,"PT_dntrustgov_4",1,200.844681103208,"gallup_vop2005",1252
"Colombia",2005,"PT_dntrustgov_4",2,225.271736913058,"gallup_vop2005",1252
"Colombia",2005,"PT_dntrustgov_4",3,147.919393515201,"gallup_vop2005",1252
"Colombia",2005,"PT_dntrustgov_4",4,96.3511645832959,"gallup_vop2005",1252
"Colombia",2005,"PT_natgov_4",1,812.580941222795,"wvs_combo, lb2005",1252
"Colombia",2005,"PT_natgov_4",2,1289.88391108534,"wvs_combo, lb2005",1252
"Colombia",2005,"PT_natgov_4",3,1444.04089440391,"wvs_combo, lb2005",1252
"Colombia",2005,"PT_natgov_4",4,636.442311358594,"wvs_combo, lb2005",1252
"Colombia",2005,"PT_natgov_7",1,120,"amb_colombia2005",1252
"Colombia",2005,"PT_natgov_7",2,100,"amb_colombia2005",1252
"Colombia",2005,"PT_natgov_7",3,155,"amb_colombia2005",1252
"Colombia",2005,"PT_natgov_7",4,209,"amb_colombia2005",1252
"Colombia",2005,"PT_natgov_7",5,301,"amb_colombia2005",1252
"Colombia",2005,"PT_natgov_7",6,262,"amb_colombia2005",1252
"Colombia",2005,"PT_natgov_7",7,312,"amb_colombia2005",1252
"Colombia",2006,"PT_natgov_4",1,184.151087578948,"lb2006",1252
"Colombia",2006,"PT_natgov_4",2,431.695090636864,"lb2006",1252
"Colombia",2006,"PT_natgov_4",3,346.635014521142,"lb2006",1252
"Colombia",2006,"PT_natgov_4",4,215.14426210926,"lb2006",1252
"Colombia",2006,"PT_natgov_7",1,129.999258154997,"amb_combo",1252
"Colombia",2006,"PT_natgov_7",2,112.999355165498,"amb_combo",1252
"Colombia",2006,"PT_natgov_7",3,159.999086959997,"amb_combo",1252
"Colombia",2006,"PT_natgov_7",4,269.998459244994,"amb_combo",1252
"Colombia",2006,"PT_natgov_7",5,277.998413592994,"amb_combo",1252
"Colombia",2006,"PT_natgov_7",6,255.998539135995,"amb_combo",1252
"Colombia",2006,"PT_natgov_7",7,236.998647559495,"amb_combo",1252
"Colombia",2007,"PT_natgov_4",1,258.578709389141,"lb2007",1252
"Colombia",2007,"PT_natgov_4",2,416.051765459354,"lb2007",1252
"Colombia",2007,"PT_natgov_4",3,337.713478716838,"lb2007",1252
"Colombia",2007,"PT_natgov_4",4,180.210201247188,"lb2007",1252
"Colombia",2007,"PT_natgov_7",1,123,"amb_colombia2007",1252
"Colombia",2007,"PT_natgov_7",2,135,"amb_colombia2007",1252
"Colombia",2007,"PT_natgov_7",3,179,"amb_colombia2007",1252
"Colombia",2007,"PT_natgov_7",4,255,"amb_colombia2007",1252
"Colombia",2007,"PT_natgov_7",5,251,"amb_colombia2007",1252
"Colombia",2007,"PT_natgov_7",6,270,"amb_colombia2007",1252
"Colombia",2007,"PT_natgov_7",7,254,"amb_colombia2007",1252
"Colombia",2008,"PT_natgov_4",1,172.003496193178,"lb2008",1252
"Colombia",2008,"PT_natgov_4",2,302.093099650102,"lb2008",1252
"Colombia",2008,"PT_natgov_4",3,398.485989691915,"lb2008",1252
"Colombia",2008,"PT_natgov_4",4,315.444274772971,"lb2008",1252
"Colombia",2008,"PT_natgov_7",1,99.9994293499979,"amb_combo",1252
"Colombia",2008,"PT_natgov_7",2,89.9994864149981,"amb_combo",1252
"Colombia",2008,"PT_natgov_7",3,171.999018481996,"amb_combo",1252
"Colombia",2008,"PT_natgov_7",4,234.998658972495,"amb_combo",1252
"Colombia",2008,"PT_natgov_7",5,268.998464951494,"amb_combo",1252
"Colombia",2008,"PT_natgov_7",6,282.998385060494,"amb_combo",1252
"Colombia",2008,"PT_natgov_7",7,318.998179626493,"amb_combo",1252
"Colombia",2009,"PT_natgov_4",1,171.55006379869,"lb2009",1252
"Colombia",2009,"PT_natgov_4",2,403.541859511988,"lb2009",1252
"Colombia",2009,"PT_natgov_4",3,411.746166774027,"lb2009",1252
"Colombia",2009,"PT_natgov_4",4,204.127166780641,"lb2009",1252
"Colombia",2009,"PT_natgov_7",1,123,"amb_colombia2009",1252
"Colombia",2009,"PT_natgov_7",2,98,"amb_colombia2009",1252
"Colombia",2009,"PT_natgov_7",3,141,"amb_colombia2009",1252
"Colombia",2009,"PT_natgov_7",4,232,"amb_colombia2009",1252
"Colombia",2009,"PT_natgov_7",5,265,"amb_colombia2009",1252
"Colombia",2009,"PT_natgov_7",6,300,"amb_colombia2009",1252
"Colombia",2009,"PT_natgov_7",7,305,"amb_colombia2009",1252
"Colombia",2010,"PT_natgov_4",1,190.331304291803,"lb2010",1252
"Colombia",2010,"PT_natgov_4",2,420.049819755377,"lb2010",1252
"Colombia",2010,"PT_natgov_4",3,404.831631351051,"lb2010",1252
"Colombia",2010,"PT_natgov_4",4,163.56430057547,"lb2010",1252
"Colombia",2010,"PT_natgov_7",1,112.999355165498,"amb_combo",1252
"Colombia",2010,"PT_natgov_7",2,92.9994692954981,"amb_combo",1252
"Colombia",2010,"PT_natgov_7",3,144.999172557497,"amb_combo",1252
"Colombia",2010,"PT_natgov_7",4,238.998636146495,"amb_combo",1252
"Colombia",2010,"PT_natgov_7",5,324.998145387493,"amb_combo",1252
"Colombia",2010,"PT_natgov_7",6,300.998282343494,"amb_combo",1252
"Colombia",2010,"PT_natgov_7",7,246.998590494495,"amb_combo",1252
"Colombia",2011,"PT_natgov_4",1,267.137527645911,"lb2011",1252
"Colombia",2011,"PT_natgov_4",2,494.736507175361,"lb2011",1252
"Colombia",2011,"PT_natgov_4",3,335.706704785651,"lb2011",1252
"Colombia",2011,"PT_natgov_4",4,100.161335194518,"lb2011",1252
"Colombia",2011,"PT_natgov_7",1,99,"amb_colombia2011",1252
"Colombia",2011,"PT_natgov_7",2,104,"amb_colombia2011",1252
"Colombia",2011,"PT_natgov_7",3,174,"amb_colombia2011",1252
"Colombia",2011,"PT_natgov_7",4,288,"amb_colombia2011",1252
"Colombia",2011,"PT_natgov_7",5,340,"amb_colombia2011",1252
"Colombia",2011,"PT_natgov_7",6,271,"amb_colombia2011",1252
"Colombia",2011,"PT_natgov_7",7,189,"amb_colombia2011",1252
"Colombia",2012,"PT_natgov_4",1,372.308672674669,"wvs_combo",1252
"Colombia",2012,"PT_natgov_4",2,535.44392441115,"wvs_combo",1252
"Colombia",2012,"PT_natgov_4",3,438.363437181465,"wvs_combo",1252
"Colombia",2012,"PT_natgov_4",4,155.128613614445,"wvs_combo",1252
"Colombia",2012,"PT_natgov_7",1,130.999252448497,"amb_combo",1252
"Colombia",2012,"PT_natgov_7",2,122.999298100497,"amb_combo",1252
"Colombia",2012,"PT_natgov_7",3,190.998910058496,"amb_combo",1252
"Colombia",2012,"PT_natgov_7",4,327.998128267993,"amb_combo",1252
"Colombia",2012,"PT_natgov_7",5,326.998133974493,"amb_combo",1252
"Colombia",2012,"PT_natgov_7",6,246.998590494495,"amb_combo",1252
"Colombia",2012,"PT_natgov_7",7,135.999223915997,"amb_combo",1252
"Colombia",2013,"PT_natgov_4",1,324.387115582032,"lb2013",1252
"Colombia",2013,"PT_natgov_4",2,447.970223759227,"lb2013",1252
"Colombia",2013,"PT_natgov_4",3,316.630154596018,"lb2013",1252
"Colombia",2013,"PT_natgov_4",4,103.770522404122,"lb2013",1252
"Colombia",2013,"PT_natgov_7",1,245,"amb_colombia2013",1252
"Colombia",2013,"PT_natgov_7",2,176,"amb_colombia2013",1252
